,Name,User rating %,Value %,Avg. Bench %,Memory Pts,8-Core Pts,Mkt. share %,Age months,Price €,fecha,cuartil,año,Q_año
27,Intel Core i3-4350,52,64.8,65.9,87.4,262,0,119,255,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
28,Intel Xeon E3-1246 v3,52,50.7,73,80.9,532,0.02,118,905,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
29,Intel Xeon E3-1241 v3,52,0,74.5,83.8,532,0.01,114,,2014-12-03 18:42:51.754560,Q4,2014,Q4 2014
30,Intel Celeron G1840,52,68.4,48.6,73.8,140,0,120,69,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
31,Intel Core i5-2430M,52,0,49.5,74.2,149,0.02,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
32,Intel Core i3-6300,52,0,66.7,83.3,297,0,102,,2015-11-28 18:42:51.754560,Q4,2015,Q4 2015
33,Intel Core i7-6900K,52,91.6,85.9,87.3,819,0.02,94,189,2016-07-25 18:42:51.754560,Q3,2016,Q3 2016
34,Intel Xeon E5-2670,52,0,67.3,79.1,542,0.01,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
35,Intel Core i3-7300,52,0,70,86.2,319,0,87,,2017-02-20 18:42:51.754560,Q1,2017,Q1 2017
36,Intel Celeron G3930,52,0,48.2,71,153,0.01,86,,2017-03-22 18:42:51.754560,Q1,2017,Q1 2017
37,Intel Core i5-7640X,52,0,84.1,88.4,470,0.01,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
38,Intel Core i7-7800X,52,81.9,77.9,74.4,736,0.06,81,199,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
39,Intel Core i9-7940X,52,66.9,83.3,76.5,947,0.01,78,529,2017-11-17 18:42:51.754560,Q4,2017,Q4 2017
40,Intel Pentium Gold G5600,52,0,69.6,86.1,313,0,72,,2018-05-16 18:42:51.754560,Q2,2018,Q2 2018
41,Intel Core i3-10300,52,93.7,87.4,90.6,699,0,47,186,2020-06-04 18:42:51.754560,Q2,2020,Q2 2020
42,Intel Core i9-10900,52,75.8,94,88.4,987,0.07,46,524,2020-07-04 18:42:51.754560,Q3,2020,Q3 2020
43,Intel Core i9-12900KS,52,0,119,81.2,1562,0.07,24,,2022-04-25 18:42:51.754560,Q2,2022,Q2 2022
44,Intel Core i9-12900F,52,90.9,113,78.6,1444,0.03,26,526,2022-02-24 18:42:51.754560,Q1,2022,Q1 2022
45,AMD Ryzen 7 7700,52,0,109,81.4,1308,0.08,15,,2023-01-20 18:42:51.754560,Q1,2023,Q1 2023
46,Intel Core i7-13700,52,103,121,82.6,1569,0.13,17,424,2022-11-21 18:42:51.754560,Q4,2022,Q4 2022
47,Intel Core i3-13100,52,108,96.3,83.3,831,0.02,15,158,2023-01-20 18:42:51.754560,Q1,2023,Q1 2023
48,AMD Ryzen 5 7500F,52,0,103,80.9,1045,0.07,9,,2023-07-19 18:42:51.754560,Q3,2023,Q3 2023
49,Intel Core i7-2860QM,51,0,61.7,79.4,337,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
50,AMD Athlon II X3 450,51,0,43.6,65.7,129,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
1,AMD FX-4170 Quad-Core,51,0.0,55.6,79.6,189,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
2,Intel Core2 Duo T6600,51,0.0,34.5,59.8,57.5,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
3,Intel Core i3 M 370,51,0.0,39.3,57.8,124,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
4,Intel Core i7-4702HQ,51,0.0,61.8,76,389,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
5,AMD Phenom II X3 720,51,0.0,48.1,76.9,116,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
6,AMD Athlon II X4 630,51,0.0,44.6,63.5,154,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
7,AMD A6-3400M APU,51,0.0,34.6,55.2,85.7,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
8,Intel Pentium B970,51,0.0,45.6,74.5,102,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
9,Intel Core2 Duo P8700,51,0.0,37.3,63.6,67.6,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
10,Intel Core i7-2675QM,51,0.0,58,80.7,270,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
11,Intel Core i7-3517U,51,0.0,50.7,75.4,155,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
12,AMD A6-3420M APU,51,0.0,36.3,56.6,96.8,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
13,Intel Core2 Duo P8600,51,0.0,36.7,63.1,63.8,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
14,Intel Core i7-3615QM,51,0.0,62.4,77.9,362,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
15,AMD A8-4500M APU,51,0.0,39,61.7,98,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
16,Intel Core i5-3427U,51,0.0,48.7,71.8,154,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
17,Intel Core i5-2500S,51,0.0,64.3,83.7,267,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
18,AMD Athlon 64 X2 Dual Core 5200+,51,0.0,36.8,62.2,70.5,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
19,AMD Athlon II X3 445,51,0.0,43.6,66,126,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
20,Intel Core2 Duo T7250,51,0.0,34,61.5,41.3,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
21,AMD Phenom II X4 960T,51,0.0,53.9,79.5,169,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
22,AMD Phenom II X6 1045T,51,0.0,53.5,78.1,229,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
23,AMD Athlon II X3 455,51,0.0,45.2,68.1,134,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
24,Intel Atom 330,51,0.0,20.6,38.1,20.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
25,AMD Athlon II X2 245,51,0.0,40.6,68.5,77.3,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
26,Intel Pentium E6700,51,0.0,39.6,65.2,85.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
27,AMD Athlon II X3 435,51,0.0,43,66.5,118,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
28,AMD Phenom II X4 940,51,0.0,49,71.3,160,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
29,Intel Core2 Duo E4600,51,0.0,34.3,60.5,51.1,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
30,AMD Phenom II X4 970,51,0.0,56.3,79.9,194,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
31,AMD Athlon 64 X2 Dual Core 4800+,51,0.0,34.7,58.6,65.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
32,AMD Phenom II X3 710,51,0.0,47.2,76.7,108,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
33,AMD Phenom 9550,51,0.0,42.7,65.5,120,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
34,Intel Core i3-2348M,51,0.0,48.8,76.2,130,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
35,Intel Core i7-2960XM,51,0.0,64.6,81.7,368,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
36,AMD Athlon 64 X2 Dual Core 5000+,51,0.0,35.8,60.4,68.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
37,AMD Athlon 64 X2 Dual Core 4000+,51,0.0,30.9,52.8,55.6,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
38,Intel Core2 Duo P8800,51,0.0,37.6,64.4,66.2,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
39,AMD Phenom II X2 550,51,0.0,45.8,77.7,85.1,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
40,AMD Phenom 9750,51,0.0,44.4,66.9,131,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
41,Intel Core i7-3635QM,51,0.0,62.1,79.1,354,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
42,AMD FX-6200 Six-Core,51,0.0,58.5,79.9,267,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
43,Intel Core2 Extreme X9650,51,0.0,52.6,75.5,175,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
44,Intel Pentium B940,51,0.0,44,73.4,89.9,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
45,AMD Phenom 9950,51,0.0,46.5,69.3,141,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
46,Intel Core i7-3667U,51,0.0,50.9,72.2,174,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
47,Intel Core2 Duo T6670,51,0.0,34.6,60.2,55.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
48,AMD Athlon II X4 631,51,0.0,46.4,68.1,148,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
49,AMD Phenom II X4 975,51,0.0,57,80.9,198,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
50,Intel Core2 Duo P9700,51,0.0,40.3,68.8,72.4,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
1,AMD Phenom II X4 905e,51,0.0,50.9,78.2,141,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
2,AMD A4-5300 APU,51,0.0,39.9,67,78.8,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
3,AMD Phenom II X4 850,51,0.0,49.4,68.9,178,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
4,AMD Athlon II X4 651,51,0.0,49.6,70.3,172,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
5,AMD A8-4555M APU,51,0.0,34.5,55.9,79.8,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
6,Intel Celeron 1037U,51,0.0,43.2,72.4,85.4,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
7,Intel Xeon X3460,51,0.0,67.7,89.6,352,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
8,AMD A10-5750M APU,51,0.0,41.5,62.8,121,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
9,Intel Core i7-4750HQ,51,0.0,63.4,77.9,389,0.01,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
10,Intel Celeron 1017U,51,0.0,41.1,70.3,74,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
11,AMD A6-5400K APU,51,0.0,40.3,66.8,83.6,0.01,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
12,AMD Phenom II X4 B45,51,0.0,51.1,74.3,165,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
13,Intel Core i5-3437U,51,0.0,49,71.7,157,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
14,AMD A10-5745M APU,51,0.0,36.5,54.7,109,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
15,AMD Athlon II X2 260,51,0.0,42.4,70.9,85.3,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
16,AMD Athlon II X4 740K,51,0.0,48.8,71.3,157,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
17,AMD A6-3670 APU,51,0.0,46,65.3,159,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
18,Intel Core i7 L 640,51,0.0,40.6,60.2,125,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
19,Intel Core i3-3227U,51,0.0,45.4,71.9,115,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
20,Intel Core2 Duo P9400,51,0.0,37.7,65.7,59.3,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
21,Intel Core i3-2375M,51,0.0,42.6,71.3,86.7,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
22,Intel Celeron 1000M,51,0.0,42.4,71.1,84.4,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
23,AMD Phenom II X4 B50,51,0.0,51.6,74.1,173,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
24,AMD Phenom 9650,51,0.0,43,65,125,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
25,AMD E-350,51,0.0,25.4,45.7,32.3,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
26,AMD Athlon II X3 440,51,0.0,43.1,66.5,120,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
27,AMD Phenom II X2 560,51,0.0,46.5,78.8,87.5,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
28,AMD Athlon II X2 220,51,0.0,38.7,65.3,74.3,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
29,AMD Athlon 64 X2 Dual Core 6400+,51,0.0,44.4,74.9,85.3,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
30,Intel Xeon E3-1275 v3,51,0.0,77.2,86.1,554,0.01,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
31,Intel Core i5-4258U,51,0.0,56.3,78.7,202,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
32,Intel Pentium B980,51,0.0,46.1,74.7,106,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
33,AMD Athlon II X2 255,51,0.0,41.8,70.2,82.6,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
34,Intel Pentium 2117U,51,0.0,43.2,72.8,84.3,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
35,Intel Xeon E5-2630 0,51,0.0,59.3,76.7,363,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
36,AMD Athlon II X3 460,51,0.0,46.3,69.8,137,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
37,AMD FX-6120 Six-Core,51,0.0,55.4,76.5,247,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
38,AMD A8-3800 APU,51,0.0,43.1,63,140,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
39,Intel Celeron B820,51,0.0,42.3,72.2,76.7,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
40,Intel Pentium M processor 1.73GHz,51,0.0,27.9,53.9,14.7,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
41,AMD A6-3620 APU,51,0.0,40.5,59.2,131,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
42,Intel Core i7-4850HQ,51,0.0,66,78.2,412,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
43,AMD Phenom II X4 B60,51,0.0,55.8,81.2,180,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
44,Intel Core i3 M 390,51,0.0,42,59.9,144,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
45,AMD A10-7700K APU (2014 D.Ka),51,0.0,44.6,59.9,173,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
46,AMD Athlon 5350 APU R3,51,0.0,33.8,48.5,115,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
47,Intel Core i5-2405S,51,0.0,63.9,85.6,252,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
48,AMD Athlon 64 4000+,51,0.0,32.1,59.1,32.9,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
49,Intel Celeron J1900,51,0.0,33.9,54.9,79.5,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
50,Intel Pentium N3530,51,0.0,34.7,55.6,83.9,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
1,Intel Core i7-4610M,51,0.0,58.3,78.2,228,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
2,AMD A10-7300 APU (2014 M.Ka),51,0.0,30.6,46,91.8,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
3,Intel Celeron N2830,51,0.0,29.1,52.6,36.2,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
4,Intel Core i7-2635QM,51,0.0,57.4,79.2,273,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
5,AMD A10-6790K APU (2013 D.Ri),51,0.0,53.3,73.8,195,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
6,Intel Core i7-4790T,51,0.0,70.9,82.6,471,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
7,AMD A10-5800B APU (2012 D.Tr),51,0.0,51.7,72,186,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
8,AMD FX-7500 APU (2014 M.Ka),51,0.0,32.8,48.2,104,0,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
9,Intel Xeon E5430,51,0.0,48,71.4,147,0,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
10,Intel Xeon X5560,51,0.0,68.1,89.4,335,0,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
11,Intel Xeon E5-2680 v2,51,0.0,52,63.8,317,0,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
12,Intel Xeon E5472,51,0.0,50.7,74.8,158,0,111,,2015-03-03 18:42:51.754560,Q1,2015,Q1 2015
13,AMD A8-7100 APU (2014 M.Ka),51,0.0,32.1,49.6,88.2,0,111,,2015-03-03 18:42:51.754560,Q1,2015,Q1 2015
14,Intel Core M-5Y10c,51,0.0,44.4,65.3,140,0,109,,2015-05-02 18:42:51.754560,Q2,2015,Q2 2015
15,Intel Core M-5Y71,51,0.0,45,66.1,137,0,109,,2015-05-02 18:42:51.754560,Q2,2015,Q2 2015
16,Intel Core i5-5257U,51,0.0,54.6,71.4,224,0.01,108,,2015-06-01 18:42:51.754560,Q2,2015,Q2 2015
17,Intel Core i7-5557U,51,0.0,60.6,77.5,259,0.01,107,,2015-07-01 18:42:51.754560,Q2,2015,Q2 2015
18,Intel Core i7-5650U,51,0.0,56.1,74.2,223,0,107,,2015-07-01 18:42:51.754560,Q2,2015,Q2 2015
19,Intel Core i3-5015U,51,0.0,47.8,70.5,151,0,104,,2015-09-29 18:42:51.754560,Q3,2015,Q3 2015
20,Intel Core i7-6700T,51,0.0,69.9,79.4,487,0.04,102,,2015-11-28 18:42:51.754560,Q4,2015,Q4 2015
21,AMD A8-7670K APU (2014 D.Ka),51,0.0,47.4,64.6,179,0,102,,2015-11-28 18:42:51.754560,Q4,2015,Q4 2015
22,AMD A6-7310 APU (2015 M.Ca),51,0.0,32.5,47.2,106,0,102,,2015-11-28 18:42:51.754560,Q4,2015,Q4 2015
23,Intel Core m5-6Y54,51,0.0,43.3,62.4,142,0,100,,2016-01-27 18:42:51.754560,Q1,2016,Q1 2016
24,Intel Atom x5-Z8500,51,0.0,26.1,39.7,75.2,0,101,,2015-12-28 18:42:51.754560,Q4,2015,Q4 2015
25,Intel Core m7-6Y75,51,0.0,42.8,61.4,141,0,99,,2016-02-26 18:42:51.754560,Q1,2016,Q1 2016
26,Intel Core m5-6Y57,51,0.0,43.5,61.5,146,0,99,,2016-02-26 18:42:51.754560,Q1,2016,Q1 2016
27,Intel Core i3-6098P,51,0.0,62,78.6,270,0.01,97,,2016-04-26 18:42:51.754560,Q2,2016,Q2 2016
28,AMD A6-7470K APU (2014 D.Ka),51,0.0,38.6,61.4,95.8,0,95,,2016-06-25 18:42:51.754560,Q2,2016,Q2 2016
29,AMD FX-9800P APU (2016 M.BR),51,0.0,35.6,48,137,0,94,,2016-07-25 18:42:51.754560,Q3,2016,Q3 2016
30,Intel Xeon E3-1220 v5,51,0.0,73.4,81.3,387,0,94,,2016-07-25 18:42:51.754560,Q3,2016,Q3 2016
31,Intel Celeron N3160,51,0.0,27.6,42.7,76.4,0,91,,2016-10-23 18:42:51.754560,Q4,2016,Q4 2016
32,Intel Core m3-7Y30,51,0.0,46.4,64.2,167,0,88,,2017-01-21 18:42:51.754560,Q1,2017,Q1 2017
33,Intel Pentium N4200,51,0.0,29.8,36.9,133,0.01,89,,2016-12-22 18:42:51.754560,Q4,2016,Q4 2016
34,Intel Celeron J3455,51,0.0,29.1,33.1,148,0,88,,2017-01-21 18:42:51.754560,Q1,2017,Q1 2017
35,AMD FX-9830P APU (2016 M.BR),51,0.0,39.8,51.3,167,0,87,,2017-02-20 18:42:51.754560,Q1,2017,Q1 2017
36,Intel Core i5-7500T,51,0.0,66.3,76.5,331,0.04,87,,2017-02-20 18:42:51.754560,Q1,2017,Q1 2017
37,Intel Core i7-7567U,51,0.0,63.9,76.7,300,0,87,,2017-02-20 18:42:51.754560,Q1,2017,Q1 2017
38,AMD A12-9730P APU (2016 M.BR),51,0.0,43.4,57.9,174,0,86,,2017-03-22 18:42:51.754560,Q1,2017,Q1 2017
39,Intel Core i3-7100T,51,0.0,60.5,77.3,258,0.01,86,,2017-03-22 18:42:51.754560,Q1,2017,Q1 2017
40,Intel Core i5-7400T,51,0.0,65.3,78.7,308,0.02,85,,2017-04-21 18:42:51.754560,Q2,2017,Q2 2017
41,Intel Pentium 4415U,51,0.0,48.7,68.7,171,0.01,84,,2017-05-21 18:42:51.754560,Q2,2017,Q2 2017
42,Intel Xeon E3-1230 v6,51,0.0,79.4,85.8,611,0,83,,2017-06-20 18:42:51.754560,Q2,2017,Q2 2017
43,Intel Core i7-7660U,51,0.0,54.2,65.4,252,0.01,83,,2017-06-20 18:42:51.754560,Q2,2017,Q2 2017
44,Intel Core i5-7260U,51,0.0,61.5,78.3,265,0,83,,2017-06-20 18:42:51.754560,Q2,2017,Q2 2017
45,AMD A6-9220 APU (2016 M.SR),51,0.0,29.2,47.5,66.4,0,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
46,AMD A12-9800 APU (2016 M.BR),51,0.0,44,53,206,0,90,,2016-11-22 18:42:51.754560,Q4,2016,Q4 2016
47,AMD A9-9420 APU (2016 M.SR),51,0.0,28.4,44.4,76.1,0.01,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
48,Intel Xeon E3-1270 v6,51,0.0,81.9,85.3,648,0,83,,2017-06-20 18:42:51.754560,Q2,2017,Q2 2017
49,AMD A9-9430 APU (2016 M.SR),51,0.0,34,53.6,87.8,0,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
50,AMD A4-9120 APU (2016 M.SR),51,0.0,29.2,48.8,59.5,0,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
1,AMD A10-9700E APU (2016 D.BR),51,0.0,44.1,58.2,176,0,78,,2017-11-17 18:42:51.754560,Q4,2017,Q4 2017
2,Intel Celeron N4100,51,0.0,32.7,37,166,0,75,,2018-02-15 18:42:51.754560,Q1,2018,Q1 2018
3,Intel Core i7-8809G,51,0.0,80.5,87.4,601,0.01,74,,2018-03-17 18:42:51.754560,Q1,2018,Q1 2018
4,Intel Core i7-8705G,51,0.0,72.5,81.9,516,0.01,73,,2018-04-16 18:42:51.754560,Q2,2018,Q2 2018
5,Intel Core i3-8100T,51,0.0,71.1,81.7,355,0.01,70,,2018-07-15 18:42:51.754560,Q3,2018,Q3 2018
6,Intel Pentium Gold 4415Y,51,0.0,38.2,56.5,121,0,68,,2018-09-13 18:42:51.754560,Q3,2018,Q3 2018
7,AMD Ryzen 5 2600H,51,0.0,65.2,67.4,559,0,65,,2018-12-12 18:42:51.754560,Q4,2018,Q4 2018
8,AMD Ryzen 7 2800H,51,0.0,64.1,67.2,562,0,63,,2019-02-10 18:42:51.754560,Q1,2019,Q1 2019
9,Intel Pentium 4417U,51,0.0,48.5,67.8,173,0.01,61,,2019-04-11 18:42:51.754560,Q2,2019,Q2 2019
10,Intel Pentium Gold 4425Y,51,0.0,39.3,57.2,129,0,59,,2019-06-10 18:42:51.754560,Q2,2019,Q2 2019
11,Intel Core i9-10920X,51,0.0,87.2,76.9,999,0.02,53,,2019-12-07 18:42:51.754560,Q4,2019,Q4 2019
12,Intel Core i9-10940X,51,0.0,85.7,75.7,986,0.01,53,,2019-12-07 18:42:51.754560,Q4,2019,Q4 2019
13,AMD Ryzen 9 4900U,51,0.0,67.8,57.3,591,0,48,,2020-05-05 18:42:51.754560,Q2,2020,Q2 2020
14,Intel Core i5-10310U,51,0.0,62.8,68.9,431,0.04,47,,2020-06-04 18:42:51.754560,Q2,2020,Q2 2020
15,Intel Core i9-10885H,51,0.0,81.2,82.1,731,0.03,46,,2020-07-04 18:42:51.754560,Q3,2020,Q3 2020
16,Intel Core i7-10700T,51,0.0,85.2,87.5,754,0.02,45,,2020-08-03 18:42:51.754560,Q3,2020,Q3 2020
17,AMD Phenom II X2 545,51,0.0,45.1,77.1,80.4,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
18,AMD A10-7800 APU (2014 D.Ka),51,0.0,40.7,54.2,161,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
19,Intel Pentium G2130,51,0.0,53.6,80.4,160,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
20,AMD V120,51,0.0,33.5,62.6,29.1,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
21,Intel Xeon E5345,51,0.0,40.7,64.9,99.9,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
22,Intel Pentium N3520,51,0.0,34.4,55.9,80.1,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
23,Intel Core i3-2365M,51,0.0,41.2,69.4,80,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
24,Intel Xeon E5540,51,0.0,63.1,85.4,295,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
25,Intel Core i5 680,51,0.0,51.8,67.3,213,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
26,Intel Pentium G850,51,0.0,50.9,79.5,135,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
27,Intel Core i7-4600M,51,0.0,56,74.5,221,0.01,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
28,Intel Core M-5Y51,51,0.0,43.7,66.4,127,0,109,,2015-05-02 18:42:51.754560,Q2,2015,Q2 2015
29,Intel Core i7 M 640,51,0.0,43,59.7,156,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
30,AMD Phenom II X4 810,51,0.0,49.5,75,143,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
31,Intel Core i7 880,51,0.0,70.6,91,381,0,114,,2014-12-03 18:42:51.754560,Q4,2014,Q4 2014
32,AMD Phenom II X6 1035T,51,0.0,52.9,78.3,218,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
33,Intel Celeron N2920,51,0.0,30.9,51.1,66.1,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
