Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,Xeon E5-1650 0,348,72.7,10189,https://cpu.userbenchmark.com/SpeedTest/7093/IntelR-XeonR-CPU-E5-1650-0---320GHz
CPU,,Intel,Xeon E3-1245 V2,349,72.6,2442,https://cpu.userbenchmark.com/SpeedTest/5622/IntelR-XeonR-CPU-E3-1245-V2---340GHz
CPU,YD250XBBM4KAF,AMD,Ryzen 5 2500X,350,72.6,2214,https://cpu.userbenchmark.com/SpeedTest/567224/AMD-Ryzen-5-2500X-Quad-Core-Processor
CPU,,Intel,Core i7-8705G,351,72.5,5922,https://cpu.userbenchmark.com/SpeedTest/453718/IntelR-CoreTM-i7-8705G-CPU---310GHz
CPU,,Intel,Core i5-4670S,352,72.4,1661,https://cpu.userbenchmark.com/SpeedTest/5523/IntelR-CoreTM-i5-4670S-CPU---310GHz
CPU,BX80637I73770K,Intel,Core i7-3770K,353,72.4,165979,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317
CPU,,Intel,Core i7 975,354,72.4,3143,https://cpu.userbenchmark.com/SpeedTest/941/IntelR-CoreTM-i7-CPU---------975----333GHz
CPU,BX80662I56600K,Intel,Core i5-6600K,355,72.4,342244,https://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503
CPU,BX80662I76700,Intel,Core i7-6700,356,72.3,282363,https://cpu.userbenchmark.com/Intel-Core-i7-6700/Rating/3515
CPU,,Intel,Xeon E3-1240 v3,357,72.2,3014,https://cpu.userbenchmark.com/SpeedTest/4602/IntelR-XeonR-CPU-E3-1240-v3---340GHz
CPU,BX80677I57600,Intel,Core i5-7600,358,72,39689,https://cpu.userbenchmark.com/Intel-Core-i5-7600/Rating/3890
CPU,,AMD,Ryzen 7 4800HS,359,72,2569,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics
CPU,YD1600BBAFBOX,AMD,Ryzen 5 1600AF,360,72,52721,https://cpu.userbenchmark.com/SpeedTest/563877/AMD-Ryzen-5-1600-Six-Core-Processor
CPU,BX80633I74820K,Intel,Core i7-4820K,361,71.8,23169,https://cpu.userbenchmark.com/Intel-Core-i7-4820K/Rating/1675
CPU,YD180XBCAEWOF,AMD,Ryzen 7 1800X,362,71.8,30050,https://cpu.userbenchmark.com/AMD-Ryzen-7-1800X/Rating/3916
CPU,,Intel,Core i7-4790S,363,71.8,13224,https://cpu.userbenchmark.com/SpeedTest/13424/IntelR-CoreTM-i7-4790S-CPU---320GHz
CPU,,Intel,Core i7-7820HK,364,71.7,18903,https://cpu.userbenchmark.com/SpeedTest/224965/IntelR-CoreTM-i7-7820HK-CPU---290GHz
CPU,BX80677I77700T,Intel,Core i7-7700T,365,71.7,7380,https://cpu.userbenchmark.com/SpeedTest/232624/IntelR-CoreTM-i7-7700T-CPU---290GHz
CPU,,AMD,Ryzen 9 4900HS,366,71.5,4383,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics
CPU,BX80677I37350K,Intel,Core i3-7350K,367,71.5,4002,https://cpu.userbenchmark.com/Intel-Core-i3-7350K/Rating/3889
CPU,,Intel,Xeon E3-1245 v3,368,71.5,2834,https://cpu.userbenchmark.com/SpeedTest/4697/IntelR-XeonR-CPU-E3-1245-v3---340GHz
CPU,,Intel,Xeon E5-2690 v2,369,71.4,1083,https://cpu.userbenchmark.com/SpeedTest/13436/IntelR-XeonR-CPU-E5-2690-v2---300GHz
CPU,100-000000084,AMD,Ryzen 5 4500U,370,71.4,28533,https://cpu.userbenchmark.com/SpeedTest/1052299/AMD-Ryzen-5-4500U-with-Radeon-Graphics
CPU,BX80646I74790,Intel,Core i7-4790,371,71.4,255027,https://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293
CPU,,Intel,Xeon E3-1240 V2,372,71.4,4997,https://cpu.userbenchmark.com/SpeedTest/5484/IntelR-XeonR-CPU-E3-1240-V2---340GHz
CPU,,Intel,Core i7-7920HQ,373,71.4,1337,https://cpu.userbenchmark.com/SpeedTest/243546/IntelR-CoreTM-i7-7920HQ-CPU---310GHz
CPU,,Intel,Xeon E3-1226 v3,374,71.3,2019,https://cpu.userbenchmark.com/SpeedTest/18482/IntelR-XeonR-CPU-E3-1226-v3---330GHz
CPU,,Intel,Xeon X5660,375,71.3,6950,https://cpu.userbenchmark.com/SpeedTest/17750/IntelR-XeonR-CPU-----------X5660----280GHz
CPU,,Intel,Xeon E3-1265L v3,376,71.3,187,https://cpu.userbenchmark.com/SpeedTest/20266/IntelR-XeonR-CPU-E3-1265L-v3---250GHz
CPU,,Intel,Core i7-4770S,377,71.2,13157,https://cpu.userbenchmark.com/SpeedTest/2123/IntelR-CoreTM-i7-4770S-CPU---310GHz
CPU,BX80701G6500,Intel,Pentium Gold G6500,378,71.2,137,https://cpu.userbenchmark.com/SpeedTest/1323006/IntelR-PentiumR-Gold-G6500-CPU---410GHz
CPU,CM8068403377415,Intel,Core i3-8100T,379,71.1,2145,https://cpu.userbenchmark.com/SpeedTest/509371/IntelR-CoreTM-i3-8100T-CPU---310GHz
CPU,YD170XBCAEWOF,AMD,Ryzen 7 1700X,380,71,66470,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700X/Rating/3915
CPU,,Intel,Xeon E5-1620 v2,381,71,10301,https://cpu.userbenchmark.com/SpeedTest/8354/IntelR-XeonR-CPU-E5-1620-v2---370GHz
CPU,,Intel,Core i7-4790T,382,70.9,1099,https://cpu.userbenchmark.com/SpeedTest/13586/IntelR-CoreTM-i7-4790T-CPU---270GHz
CPU,,Intel,Core i5-2450P,383,70.9,222,https://cpu.userbenchmark.com/SpeedTest/2795/IntelR-CoreTM-i5-2450P-CPU---320GHz
CPU,,Intel,Core i5-11300H,384,70.8,8880,https://cpu.userbenchmark.com/SpeedTest/1504890/11th-Gen-IntelR-CoreTM-i5-11300H---310GHz
CPU,,Intel,Xeon X5667,385,70.8,365,https://cpu.userbenchmark.com/SpeedTest/21709/IntelR-XeonR-CPU-----------X5667----307GHz
CPU,,Intel,Xeon E31270,386,70.7,3539,https://cpu.userbenchmark.com/SpeedTest/5604/IntelR-XeonR-CPU-E31270---340GHz
CPU,CL8068403359725,Intel,Core i7-8850H,387,70.7,20669,https://cpu.userbenchmark.com/SpeedTest/485626/IntelR-CoreTM-i7-8850H-CPU---260GHz
CPU,BX80684I38100,Intel,Core i3-8100,388,70.6,81392,https://cpu.userbenchmark.com/Intel-Core-i3-8100/Rating/3942
CPU,,Intel,Core i7 880,389,70.6,808,https://cpu.userbenchmark.com/SpeedTest/15321/IntelR-CoreTM-i7-CPU---------880----307GHz
CPU,BX80623I72600K,Intel,Core i7-2600K,390,70.6,147533,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621
CPU,BX80646I74770,Intel,Core i7-4770,391,70.5,176321,https://cpu.userbenchmark.com/Intel-Core-i7-4770/Rating/1978
CPU,,Intel,Xeon E3-1230 V2,392,70.5,8235,https://cpu.userbenchmark.com/SpeedTest/652/IntelR-XeonR-CPU-E3-1230-V2---330GHz
CPU,,Intel,Core i7 K 875,393,70.4,2354,https://cpu.userbenchmark.com/SpeedTest/476/IntelR-CoreTM-i7-CPU-------K-875----293GHz
CPU,,Intel,Xeon E3-1240,394,70.3,2292,https://cpu.userbenchmark.com/SpeedTest/5243/IntelR-XeonR-CPU-E31240---330GHz
CPU,,Intel,Core i7-4770T,395,70.3,629,https://cpu.userbenchmark.com/SpeedTest/4415/IntelR-CoreTM-i7-4770T-CPU---250GHz
CPU,YD1600BBAEBOX,AMD,Ryzen 5 1600,396,70.2,392253,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919
CPU,CL8068403359524,Intel,Core i7-8750H,397,70.1,442631,https://cpu.userbenchmark.com/SpeedTest/470418/IntelR-CoreTM-i7-8750H-CPU---220GHz
CPU,100-000000100,AMD,Ryzen 5 4600H,398,70.1,27218,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD-Ryzen-5-4600H-with-Radeon-Graphics
CPU,,Intel,Xeon X5650,399,70.1,13757,https://cpu.userbenchmark.com/SpeedTest/355/IntelR-XeonR-CPU-----------X5650----267GHz
CPU,,Intel,Xeon E3-1505M v6,400,70.1,4124,https://cpu.userbenchmark.com/SpeedTest/233404/IntelR-XeonR-CPU-E3-1505M-v6---300GHz
CPU,BX80677I37300,Intel,Core i3-7300,401,70,1568,https://cpu.userbenchmark.com/Intel-Core-i3-7300/Rating/3893
CPU,CM8066201920202,Intel,Core i7-6700T,402,69.9,9225,https://cpu.userbenchmark.com/SpeedTest/36439/IntelR-CoreTM-i7-6700T-CPU---280GHz
CPU,,Intel,Xeon E3-1225 V2,403,69.8,2869,https://cpu.userbenchmark.com/SpeedTest/5015/IntelR-XeonR-CPU-E3-1225-V2---320GHz
CPU,,Intel,Xeon E5-1620 0,404,69.7,17464,https://cpu.userbenchmark.com/SpeedTest/2930/IntelR-XeonR-CPU-E5-1620-0---360GHz
CPU,,Intel,Core i7-3940XM,405,69.6,2187,https://cpu.userbenchmark.com/SpeedTest/7092/IntelR-CoreTM-i7-3940XM-CPU---300GHz
CPU,BX80684G5600,Intel,Pentium Gold G5600,406,69.6,766,https://cpu.userbenchmark.com/SpeedTest/469126/IntelR-PentiumR-Gold-G5600-CPU---390GHz
CPU,,AMD,Ryzen 5 4600HS,407,69.6,337,https://cpu.userbenchmark.com/SpeedTest/1134526/AMD-Ryzen-5-4600HS-with-Radeon-Graphics
CPU,BX80646I54690K,Intel,Core i5-4690K,408,69.6,229359,https://cpu.userbenchmark.com/Intel-Core-i5-4690K/Rating/2432
CPU,,Intel,Core i7-3820,409,69.5,38674,https://cpu.userbenchmark.com/SpeedTest/739/IntelR-CoreTM-i7-3820-CPU---360GHz
CPU,,Intel,Core i7-6920HQ,410,69.5,3282,https://cpu.userbenchmark.com/SpeedTest/56225/IntelR-CoreTM-i7-6920HQ-CPU---290GHz
CPU,,Intel,Xeon E3-1220 V2,411,69.5,3748,https://cpu.userbenchmark.com/SpeedTest/3482/IntelR-XeonR-CPU-E3-1220-V2---310GHz
CPU,BX80662I36320,Intel,Core i3-6320,412,69.4,1734,https://cpu.userbenchmark.com/Intel-Core-i3-6320/Rating/3535
CPU,,Intel,Core i7-1195G7,413,69.4,2243,https://cpu.userbenchmark.com/SpeedTest/1654461/11th-Gen-IntelR-CoreTM-i7-1195G7---290GHz
CPU,,Intel,Xeon E31230,414,69.4,2472,https://cpu.userbenchmark.com/SpeedTest/6750/IntelR-XeonR-CPU-E31230---320GHz
CPU,,Intel,Xeon E3-1220 v3,415,69.4,5273,https://cpu.userbenchmark.com/SpeedTest/5983/IntelR-XeonR-CPU-E3-1220-v3---310GHz
CPU,,Intel,Core i7-4940MX,416,69.3,2383,https://cpu.userbenchmark.com/SpeedTest/9756/IntelR-CoreTM-i7-4940MX-CPU---310GHz
CPU,,Intel,Core i7-3770S,417,69.3,10699,https://cpu.userbenchmark.com/SpeedTest/2218/IntelR-CoreTM-i7-3770S-CPU---310GHz
CPU,,Intel,Xeon X5570,418,69.2,1343,https://cpu.userbenchmark.com/SpeedTest/12230/IntelR-XeonR-CPU-----------X5570----293GHz
CPU,BX80684G5500,Intel,Pentium Gold G5500,419,69.1,971,https://cpu.userbenchmark.com/SpeedTest/484140/IntelR-PentiumR-Gold-G5500-CPU---380GHz
CPU,,Intel,Core i7-4930MX,420,69.1,1497,https://cpu.userbenchmark.com/SpeedTest/2453/IntelR-CoreTM-i7-4930MX-CPU---300GHz
CPU,,Intel,Xeon E3-1225 v3,421,69.1,4850,https://cpu.userbenchmark.com/SpeedTest/12983/IntelR-XeonR-CPU-E3-1225-v3---320GHz
CPU,YD1700BBAEBOX,AMD,Ryzen 7 1700,422,69,144475,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700/Rating/3917
CPU,BX80637I73770,Intel,Core i7-3770,423,69,278207,https://cpu.userbenchmark.com/Intel-Core-i7-3770/Rating/1979
CPU,BX80637I53450S,Intel,Core i5-3450S,424,68.9,1491,https://cpu.userbenchmark.com/SpeedTest/2071/IntelR-CoreTM-i5-3450S-CPU---280GHz
CPU,,Intel,Core i7-5700HQ,425,68.8,14004,https://cpu.userbenchmark.com/SpeedTest/30103/IntelR-CoreTM-i7-5700HQ-CPU---270GHz
CPU,,Intel,Core i7-6820HK,426,68.8,20362,https://cpu.userbenchmark.com/SpeedTest/36404/IntelR-CoreTM-i7-6820HK-CPU---270GHz
CPU,,Intel,Core i5-1145G7,427,68.8,4608,https://cpu.userbenchmark.com/SpeedTest/1345527/11th-Gen-IntelR-CoreTM-i5-1145G7---260GHz
CPU,,Intel,Core i5-1135G7,428,68.7,36962,https://cpu.userbenchmark.com/SpeedTest/1286124/11th-Gen-IntelR-CoreTM-i5-1135G7---240GHz
CPU,,Intel,Xeon X3470,429,68.7,8730,https://cpu.userbenchmark.com/SpeedTest/24530/IntelR-XeonR-CPU-----------X3470----293GHz
CPU,,Intel,Xeon E5-2643 0,430,68.7,1000,https://cpu.userbenchmark.com/SpeedTest/3389/IntelR-XeonR-CPU-E5-2643-0---330GHz
CPU,,Intel,Core i5-3550,431,68.6,23599,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz
CPU,,Intel,Xeon E31225,432,68.6,3353,https://cpu.userbenchmark.com/SpeedTest/4210/IntelR-XeonR-CPU-E31225---310GHz
CPU,,Intel,Core i3-7101E,433,68.6,17,https://cpu.userbenchmark.com/SpeedTest/325269/IntelR-CoreTM-i3-7101E-CPU---390GHz
CPU,,Intel,Core i5-3475S,434,68.5,1383,https://cpu.userbenchmark.com/SpeedTest/10117/IntelR-CoreTM-i5-3475S-CPU---290GHz
CPU,,Intel,Xeon E5-2630 v3,435,68.5,1838,https://cpu.userbenchmark.com/SpeedTest/22651/IntelR-XeonR-CPU-E5-2630-v3---240GHz
CPU,BX80701G6400,Intel,Pentium Gold G6400,436,68.4,3112,https://cpu.userbenchmark.com/SpeedTest/1221579/IntelR-PentiumR-Gold-G6400-CPU---400GHz
CPU,,Intel,Core i7-3920XM,437,68.2,797,https://cpu.userbenchmark.com/SpeedTest/5061/IntelR-CoreTM-i7-3920XM-CPU---290GHz
CPU,YD3400C5FHBOX,AMD,Ryzen 5 3400G,438,68.1,93718,https://cpu.userbenchmark.com/SpeedTest/825156/AMD-Ryzen-5-3400G-with-Radeon-Vega-Graphics
CPU,,Intel,Xeon X5560,439,68.1,520,https://cpu.userbenchmark.com/SpeedTest/16614/IntelR-XeonR-CPU-----------X5560----280GHz
CPU,BX80715G7400,Intel,Pentium Gold G7400,440,68.1,281,https://cpu.userbenchmark.com/SpeedTest/1755065/IntelR-PentiumR-Gold-G7400
CPU,,Intel,Core i7-10710U,441,68,6640,https://cpu.userbenchmark.com/SpeedTest/900004/IntelR-CoreTM-i7-10710U-CPU---110GHz
CPU,100-000000085,AMD,Ryzen 3 4300U,442,68,4587,https://cpu.userbenchmark.com/SpeedTest/1135301/AMD-Ryzen-3-4300U-with-Radeon-Graphics
CPU,,AMD,Ryzen 7 5800U,443,68,1948,https://cpu.userbenchmark.com/SpeedTest/1433044/AMD-Ryzen-7-5800U-with-Radeon-Graphics
CPU,,Intel,Core i7-4960HQ,444,68,314,https://cpu.userbenchmark.com/SpeedTest/9629/IntelR-CoreTM-i7-4960HQ-CPU---260GHz
CPU,BX80646I54670K,Intel,Core i5-4670K,445,68,128482,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538
CPU,,Intel,Xeon E31220,446,67.9,2507,https://cpu.userbenchmark.com/SpeedTest/6171/IntelR-XeonR-CPU-E31220---310GHz
CPU,,AMD,Ryzen 9 4900U,447,67.8,1,https://cpu.userbenchmark.com/SpeedTest/1097507/AMD-Ryzen-9-4900U-with-Radeon-Graphics
CPU,,Intel,Xeon X3460,448,67.7,780,https://cpu.userbenchmark.com/SpeedTest/3739/IntelR-XeonR-CPU-----------X3460----280GHz
CPU,,Intel,Core i7 960,449,67.6,16233,https://cpu.userbenchmark.com/SpeedTest/778/IntelR-CoreTM-i7-CPU---------960----320GHz
CPU,BX80647I74900MQ,Intel,Core i7-4900MQ,450,67.6,5651,https://cpu.userbenchmark.com/Intel-Core-i7-4900MQ/Rating/1994
CPU,BX80637I53570K,Intel,Core i5-3570K,451,67.6,185516,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316
CPU,BX80662I56600,Intel,Core i5-6600,452,67.6,80688,https://cpu.userbenchmark.com/Intel-Core-i5-6600/Rating/3514
CPU,,Intel,Xeon L5639,453,67.5,87,https://cpu.userbenchmark.com/SpeedTest/5958/IntelR-XeonR-CPU-----------L5639----213GHz
CPU,BX80621E52670,Intel,Xeon E5-2670,454,67.3,4803,https://cpu.userbenchmark.com/SpeedTest/18501/IntelR-XeonR-CPU-E5-2670-0---260GHz
CPU,,Intel,Core i7-4910MQ,455,67.3,6703,https://cpu.userbenchmark.com/SpeedTest/9700/IntelR-CoreTM-i7-4910MQ-CPU---290GHz
CPU,,Intel,Core i5-4590S,456,67.1,11598,https://cpu.userbenchmark.com/SpeedTest/13459/IntelR-CoreTM-i5-4590S-CPU---300GHz
CPU,,Intel,Core i7-1185G7,457,67.1,9588,https://cpu.userbenchmark.com/SpeedTest/1268967/11th-Gen-IntelR-CoreTM-i7-1185G7---300GHz
CPU,BX80623I72600,Intel,Core i7-2600,458,67.1,185630,https://cpu.userbenchmark.com/Intel-Core-i7-2600/Rating/620
CPU,,AMD,Ryzen 7 5700U,459,67.1,10704,https://cpu.userbenchmark.com/SpeedTest/1482042/AMD-Ryzen-7-5700U-with-Radeon-Graphics
CPU,BX80646I54690,Intel,Core i5-4690,460,67.1,73695,https://cpu.userbenchmark.com/Intel-Core-i5-4690/Rating/2311
CPU,,Intel,Xeon E5-2670 v2,461,67,831,https://cpu.userbenchmark.com/SpeedTest/18414/IntelR-XeonR-CPU-E5-2670-v2---250GHz
CPU,,Intel,Xeon W3565,462,67,7121,https://cpu.userbenchmark.com/SpeedTest/6324/IntelR-XeonR-CPU-----------W3565----320GHz
CPU,,Intel,Core i7-2600S,463,67,3026,https://cpu.userbenchmark.com/SpeedTest/6489/IntelR-CoreTM-i7-2600S-CPU---280GHz
CPU,BX80677I37300T,Intel,Core i3-7300T,464,66.8,75,https://cpu.userbenchmark.com/SpeedTest/230231/IntelR-CoreTM-i3-7300T-CPU---350GHz
CPU,BX80677I57500,Intel,Core i5-7500,465,66.8,149467,https://cpu.userbenchmark.com/Intel-Core-i5-7500/Rating/3648
CPU,BX80677G4620,Intel,Pentium G4620,466,66.7,3147,https://cpu.userbenchmark.com/Intel-Pentium-G4620/Rating/3895
CPU,BX80662I36300,Intel,Core i3-6300,467,66.7,3672,https://cpu.userbenchmark.com/Intel-Core-i3-6300/Rating/3536
CPU,,Intel,Core i5-4670,468,66.5,49019,https://cpu.userbenchmark.com/SpeedTest/630/IntelR-CoreTM-i5-4670-CPU---340GHz
CPU,YD150XBBAEBOX,AMD,Ryzen 5 1500X,469,66.4,70038,https://cpu.userbenchmark.com/AMD-Ryzen-5-1500X/Rating/3921
CPU,BX80677I57500T,Intel,Core i5-7500T,470,66.3,5419,https://cpu.userbenchmark.com/SpeedTest/218898/IntelR-CoreTM-i5-7500T-CPU---270GHz
CPU,,Intel,Core i7-3820QM,471,66.3,3135,https://cpu.userbenchmark.com/SpeedTest/4339/IntelR-CoreTM-i7-3820QM-CPU---270GHz
CPU,,Intel,Core i5-1130G7,472,66.3,295,https://cpu.userbenchmark.com/SpeedTest/1418235/11th-Gen-IntelR-CoreTM-i5-1130G7---110GHz
CPU,,Intel,Core i7-4722HQ,473,66.3,216,https://cpu.userbenchmark.com/SpeedTest/32895/IntelR-CoreTM-i7-4722HQ-CPU---240GHz
CPU,,Intel,Core i5-3450,474,66.3,34199,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz
CPU,,Intel,Core i7-1165G7,475,66.2,51565,https://cpu.userbenchmark.com/SpeedTest/1195374/11th-Gen-IntelR-CoreTM-i7-1165G7---280GHz
CPU,,Intel,Core i5-4570S,476,66.2,11172,https://cpu.userbenchmark.com/SpeedTest/5965/IntelR-CoreTM-i5-4570S-CPU---290GHz
CPU,,Intel,Core i5-4460S,477,66.1,10941,https://cpu.userbenchmark.com/SpeedTest/14679/IntelR-CoreTM-i5-4460S-CPU---290GHz
CPU,,Intel,Core i5-3340,478,66.1,8792,https://cpu.userbenchmark.com/SpeedTest/2710/IntelR-CoreTM-i5-3340-CPU---310GHz
CPU,,Intel,Core i7 870,479,66.1,37228,https://cpu.userbenchmark.com/SpeedTest/961/IntelR-CoreTM-i7-CPU---------870----293GHz
CPU,,Intel,Core i7-3840QM,480,66.1,3981,https://cpu.userbenchmark.com/SpeedTest/2451/IntelR-CoreTM-i7-3840QM-CPU---280GHz
CPU,,Intel,Core i7-4850HQ,481,66,818,https://cpu.userbenchmark.com/SpeedTest/7877/IntelR-CoreTM-i7-4850HQ-CPU---230GHz
CPU,,Intel,Xeon X3450,482,66,3425,https://cpu.userbenchmark.com/SpeedTest/10439/IntelR-XeonR-CPU-----------X3450----267GHz
CPU,BX80646I34350,Intel,Core i3-4350,483,65.9,512,https://cpu.userbenchmark.com/Intel-Core-i3-4350/Rating/2433
CPU,BX80623I52500K,Intel,Core i5-2500K,484,65.9,143007,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619
CPU,BX80601950,Intel,Core i7-950,485,65.9,36389,https://cpu.userbenchmark.com/Intel-Core-i7-950/Rating/617
CPU,,AMD,Ryzen 5 5600U,486,65.9,1288,https://cpu.userbenchmark.com/SpeedTest/1461589/AMD-Ryzen-5-5600U-with-Radeon-Graphics
CPU,BX80646I34370,Intel,Core i3-4370,487,65.8,1504,https://cpu.userbenchmark.com/Intel-Core-i3-4370/Rating/2817
CPU,,Intel,Xeon W3550,488,65.8,7649,https://cpu.userbenchmark.com/SpeedTest/3628/IntelR-XeonR-CPU-----------W3550----307GHz
CPU,,Intel,Core i7 940,489,65.5,2107,https://cpu.userbenchmark.com/SpeedTest/606/IntelR-CoreTM-i7-CPU---------940----293GHz
CPU,YD130XBBAEBOX,AMD,Ryzen 3 1300X,490,65.4,38959,https://cpu.userbenchmark.com/AMD-Ryzen-3-1300X/Rating/3930
CPU,,Intel,Core i7-1160G7,491,65.4,357,https://cpu.userbenchmark.com/SpeedTest/1300243/11th-Gen-IntelR-CoreTM-i7-1160G7---120GHz
CPU,,Intel,Core i5-3470S,492,65.3,14631,https://cpu.userbenchmark.com/SpeedTest/6387/IntelR-CoreTM-i5-3470S-CPU---290GHz
CPU,BX80677I57400T,Intel,Core i5-7400T,493,65.3,4070,https://cpu.userbenchmark.com/SpeedTest/244917/IntelR-CoreTM-i5-7400T-CPU---240GHz
CPU,,Intel,Core i5-3350P,494,65.3,21413,https://cpu.userbenchmark.com/SpeedTest/3018/IntelR-CoreTM-i5-3350P-CPU---310GHz
CPU,BX80662I36300T,Intel,Core i3-6300T,495,65.2,152,https://cpu.userbenchmark.com/SpeedTest/75733/IntelR-CoreTM-i3-6300T-CPU---330GHz
CPU,,Intel,Xeon X3440,496,65.2,6034,https://cpu.userbenchmark.com/SpeedTest/6655/IntelR-XeonR-CPU-----------X3440----253GHz
CPU,,Intel,Core i5-4570R,497,65.2,1007,https://cpu.userbenchmark.com/SpeedTest/6445/IntelR-CoreTM-i5-4570R-CPU---270GHz
CPU,,AMD,Ryzen 5 2600H,498,65.2,231,https://cpu.userbenchmark.com/SpeedTest/617618/AMD-Ryzen-5-2600H-with-Radeon-Vega-Graphics
CPU,,Intel,Core i5-4430,499,65.2,24837,https://cpu.userbenchmark.com/SpeedTest/1920/IntelR-CoreTM-i5-4430-CPU---300GHz
CPU,,Intel,Core i5-3570,500,65.1,104858,https://cpu.userbenchmark.com/SpeedTest/793/IntelR-CoreTM-i5-3570-CPU---340GHz
CPU,FH8068403419422,Intel,Core i3-8109U,501,65,2079,https://cpu.userbenchmark.com/SpeedTest/609620/IntelR-CoreTM-i3-8109U-CPU---300GHz
CPU,,Intel,Core i5-9300H,502,65,116682,https://cpu.userbenchmark.com/SpeedTest/744904/IntelR-CoreTM-i5-9300H-CPU---240GHz
CPU,,Intel,Core i7-3720QM,503,64.8,9911,https://cpu.userbenchmark.com/SpeedTest/1619/IntelR-CoreTM-i7-3720QM-CPU---260GHz
CPU,,Intel,Core i5-2310,504,64.8,15623,https://cpu.userbenchmark.com/SpeedTest/2055/IntelR-CoreTM-i5-2310-CPU---290GHz
CPU,CL8068403373522,Intel,Core i5-8300H,505,64.7,167898,https://cpu.userbenchmark.com/SpeedTest/425634/IntelR-CoreTM-i5-8300H-CPU---230GHz
CPU,BX80646I34360,Intel,Core i3-4360,506,64.7,1789,https://cpu.userbenchmark.com/Intel-Core-i3-4360/Rating/2819
CPU,,Intel,Core i7-2960XM,507,64.6,863,https://cpu.userbenchmark.com/SpeedTest/2390/IntelR-CoreTM-i7-2960XM-CPU---270GHz
CPU,,Intel,Xeon W3530,508,64.6,5773,https://cpu.userbenchmark.com/SpeedTest/3000/IntelR-XeonR-CPU-----------W3530----280GHz
CPU,BX80646I34340,Intel,Core i3-4340,509,64.5,866,https://cpu.userbenchmark.com/Intel-Core-i3-4340/Rating/2877
CPU,,Intel,Core i7-3740QM,510,64.4,14369,https://cpu.userbenchmark.com/SpeedTest/2919/IntelR-CoreTM-i7-3740QM-CPU---270GHz
CPU,,Intel,Core i5-2500S,511,64.3,3031,https://cpu.userbenchmark.com/SpeedTest/1699/IntelR-CoreTM-i5-2500S-CPU---270GHz
CPU,,Intel,Core i7 860,512,64.2,51451,https://cpu.userbenchmark.com/SpeedTest/841/IntelR-CoreTM-i7-CPU---------860----280GHz
CPU,,AMD,Ryzen 7 2800H,513,64.1,68,https://cpu.userbenchmark.com/SpeedTest/667422/AMD-Ryzen-7-2800H-with-Radeon-Vega-Graphics
CPU,,Intel,Core i5-3330S,514,64.1,4454,https://cpu.userbenchmark.com/SpeedTest/4366/IntelR-CoreTM-i5-3330S-CPU---270GHz
CPU,,AMD,Ryzen 5 5500U,515,64.1,16234,https://cpu.userbenchmark.com/SpeedTest/1471250/AMD-Ryzen-5-5500U-with-Radeon-Graphics
CPU,,Intel,Core i5-2300,516,64,19722,https://cpu.userbenchmark.com/SpeedTest/291/IntelR-CoreTM-i5-2300-CPU---280GHz
CPU,,Intel,Core i7-4770HQ,517,64,1692,https://cpu.userbenchmark.com/SpeedTest/18784/IntelR-CoreTM-i7-4770HQ-CPU---220GHz
CPU,,Intel,Core i7 930,518,64,19497,https://cpu.userbenchmark.com/SpeedTest/79/IntelR-CoreTM-i7-CPU---------930----280GHz
CPU,,Intel,Core i5-2320,519,63.9,38345,https://cpu.userbenchmark.com/SpeedTest/1735/IntelR-CoreTM-i5-2320-CPU---300GHz
CPU,,Intel,Core i5-2405S,520,63.9,194,https://cpu.userbenchmark.com/SpeedTest/10048/IntelR-CoreTM-i5-2405S-CPU---250GHz
CPU,,Intel,Core i7-7567U,521,63.9,1965,https://cpu.userbenchmark.com/SpeedTest/219709/IntelR-CoreTM-i7-7567U-CPU---350GHz
CPU,,Intel,Core i5 760,522,63.6,34495,https://cpu.userbenchmark.com/SpeedTest/717/IntelR-CoreTM-i5-CPU---------760----280GHz
CPU,BX80662I56500,Intel,Core i5-6500,523,63.6,241476,https://cpu.userbenchmark.com/Intel-Core-i5-6500/Rating/3513
CPU,BX80677I57400,Intel,Core i5-7400,524,63.5,234266,https://cpu.userbenchmark.com/Intel-Core-i5-7400/Rating/3886
